Rented Bike Count,Date,Hour,Seasons,Temperature(°C),Humidity(%),Rainfall(mm),label_day_night,WeekDay,Month,Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Seul
194,2018-02-23,18,Winter,2.7,98.0,0.0,Day,Friday,2,2.22,320.0,2.4,0
109,2018-02-23,19,Winter,2.4,98.0,0.0,Day,Friday,2,3.06,1290.0,2.1,0
87,2018-02-23,20,Winter,2.6,98.0,0.0,Day,Friday,2,4.72,1610.0,2.3,0
79,2018-02-23,21,Winter,5.6,99.0,0.0,Night,Friday,2,6.67,1610.0,5.5,0
71,2018-02-23,22,Winter,6.4,87.0,0.0,Night,Friday,2,4.72,1610.0,4.4,0
40,2018-02-23,23,Winter,4.4,91.0,0.0,Night,Friday,2,4.17,1610.0,3.1,0
37,2018-02-24,0,Winter,6.2,83.0,0.0,Night,Saturday,2,5.0,1610.0,3.5,0
22,2018-02-24,1,Winter,5.8,79.0,0.0,Night,Saturday,2,5.0,1610.0,2.4,0
21,2018-02-24,2,Winter,5.5,74.0,0.0,Night,Saturday,2,5.0,1610.0,1.2,0
21,2018-02-24,3,Winter,4.8,72.0,0.0,Night,Saturday,2,3.61,1610.0,0.3,0
5,2018-02-24,4,Winter,3.2,80.0,0.0,Night,Saturday,2,3.61,1610.0,0.0,0
6,2018-02-24,5,Winter,3.4,80.0,0.0,Day,Saturday,2,3.06,1610.0,0.3,0
17,2018-02-24,6,Winter,3.3,80.0,0.0,Day,Saturday,2,3.61,1610.0,0.2,0
23,2018-02-24,7,Winter,3.6,72.0,0.0,Day,Saturday,2,3.06,1610.0,-1.0,0
48,2018-02-24,8,Winter,3.3,72.0,0.0,Day,Saturday,2,4.17,1610.0,-1.3,0
74,2018-02-24,9,Winter,2.3,70.0,0.0,Day,Saturday,2,4.17,1610.0,-2.6,0
104,2018-02-24,10,Winter,2.5,68.0,0.0,Day,Saturday,2,4.72,1610.0,-2.8,0
99,2018-02-24,11,Winter,3.0,66.0,0.0,Day,Saturday,2,3.61,1610.0,-2.7,0
141,2018-02-24,12,Winter,3.3,64.0,0.0,Day,Saturday,2,3.61,1610.0,-2.9,0
178,2018-02-24,13,Winter,3.9,59.0,0.0,Day,Saturday,2,3.06,1610.0,-3.5,0
135,2018-02-24,14,Winter,4.1,61.0,0.0,Day,Saturday,2,3.06,1610.0,-2.8,0
173,2018-02-24,15,Winter,3.2,65.0,0.0,Day,Saturday,2,2.22,1610.0,-2.8,0
149,2018-02-24,16,Winter,2.9,69.0,0.0,Day,Saturday,2,2.5,1610.0,-2.2,0
145,2018-02-24,17,Winter,2.7,70.0,0.0,Day,Saturday,2,1.39,1610.0,-2.2,0
144,2018-02-24,18,Winter,1.3,81.0,0.0,Day,Saturday,2,2.22,1610.0,-1.6,0
94,2018-02-24,19,Winter,1.4,81.0,0.0,Day,Saturday,2,2.22,1610.0,-1.5,0
76,2018-02-24,20,Winter,1.2,85.0,0.0,Day,Saturday,2,4.17,1610.0,-1.0,0
63,2018-02-24,21,Winter,1.5,86.0,0.0,Night,Saturday,2,5.83,1610.0,-0.6,0
56,2018-02-24,22,Winter,1.9,80.0,0.0,Night,Saturday,2,5.83,1610.0,-1.3,0
39,2018-02-24,23,Winter,1.9,80.0,0.0,Night,Saturday,2,8.33,1610.0,-1.2,0
29,2018-02-25,0,Winter,2.2,80.0,0.0,Night,Sunday,2,10.83,1610.0,-0.9,0
19,2018-02-25,1,Winter,1.9,85.0,0.0,Night,Sunday,2,11.94,1610.0,-0.4,0
10,2018-02-25,2,Winter,1.5,89.0,0.2,Night,Sunday,2,13.33,1610.0,-0.1,0
8,2018-02-25,3,Winter,1.5,92.0,1.0,Night,Sunday,2,13.33,1290.0,0.3,0
4,2018-02-25,4,Winter,1.8,94.0,0.8,Night,Sunday,2,14.44,1290.0,0.9,0
3,2018-02-25,5,Winter,2.2,94.0,0.0,Day,Sunday,2,11.39,1610.0,1.3,0
4,2018-02-25,6,Winter,2.1,95.0,0.2,Day,Sunday,2,11.94,1610.0,1.4,0
8,2018-02-25,7,Winter,2.2,96.0,0.5,Day,Sunday,2,9.44,360.0,1.6,0
13,2018-02-25,8,Winter,2.5,97.0,0.8,Day,Sunday,2,8.89,480.0,2.1,0
46,2018-02-25,9,Winter,2.9,97.0,0.5,Day,Sunday,2,6.11,1130.0,2.5,0
65,2018-02-25,10,Winter,5.9,98.0,0.0,Day,Sunday,2,1.39,1610.0,5.6,0
98,2018-02-25,11,Winter,5.9,97.0,0.0,Day,Sunday,2,2.22,1610.0,5.5,0
186,2018-02-25,12,Winter,7.7,78.0,0.2,Day,Sunday,2,8.33,1610.0,4.0,0
203,2018-02-25,13,Winter,8.4,69.0,0.0,Day,Sunday,2,9.44,1610.0,3.1,0
230,2018-02-25,14,Winter,9.1,62.0,0.0,Day,Sunday,2,10.28,1610.0,2.3,0
242,2018-02-25,15,Winter,8.7,62.0,0.0,Day,Sunday,2,7.78,1610.0,1.9,0
255,2018-02-25,16,Winter,7.9,64.0,0.0,Day,Sunday,2,6.11,1610.0,1.4,0
170,2018-02-25,17,Winter,7.6,54.0,0.0,Day,Sunday,2,8.33,1610.0,-1.1,0
158,2018-02-25,18,Winter,6.2,60.0,0.0,Day,Sunday,2,8.89,1610.0,-1.0,0
106,2018-02-25,19,Winter,5.0,70.0,0.0,Day,Sunday,2,9.44,1610.0,0.1,0
68,2018-02-25,20,Winter,4.1,73.0,0.0,Day,Sunday,2,7.78,1610.0,-0.3,0
46,2018-02-25,21,Winter,3.2,82.0,0.0,Night,Sunday,2,8.33,1610.0,0.4,0
51,2018-02-25,22,Winter,3.1,82.0,0.0,Night,Sunday,2,8.89,1610.0,0.3,0
27,2018-02-25,23,Winter,2.3,86.0,0.0,Night,Sunday,2,6.11,1610.0,0.2,0
15,2018-02-26,0,Winter,2.8,76.0,0.0,Night,Monday,2,6.11,1610.0,-1.0,0
8,2018-02-26,1,Winter,2.5,81.0,0.0,Night,Monday,2,6.11,1610.0,-0.5,0
9,2018-02-26,2,Winter,2.2,84.0,0.0,Night,Monday,2,8.33,1610.0,-0.2,0
2,2018-02-26,3,Winter,2.0,83.0,0.0,Night,Monday,2,7.78,1610.0,-0.6,0
1,2018-02-26,4,Winter,1.4,83.0,0.0,Night,Monday,2,6.11,1610.0,-1.2,0
20,2018-02-26,5,Winter,1.5,81.0,0.0,Day,Monday,2,6.11,1610.0,-1.3,0
47,2018-02-26,6,Winter,1.5,80.0,0.0,Day,Monday,2,5.83,1610.0,-1.6,0
170,2018-02-26,7,Winter,0.8,81.0,0.0,Day,Monday,2,3.06,1610.0,-2.1,0
453,2018-02-26,8,Winter,1.9,72.0,0.0,Day,Monday,2,5.0,1610.0,-2.5,0
263,2018-02-26,9,Winter,3.1,71.0,0.0,Day,Monday,2,4.72,1610.0,-1.7,0
99,2018-02-26,10,Winter,4.5,63.0,0.0,Day,Monday,2,6.67,1610.0,-2.0,0
102,2018-02-26,11,Winter,5.0,58.0,0.0,Day,Monday,2,7.22,1610.0,-2.5,0
140,2018-02-26,12,Winter,5.7,59.0,0.0,Day,Monday,2,7.22,1610.0,-1.7,0
141,2018-02-26,13,Winter,6.4,54.0,0.0,Day,Monday,2,6.67,1610.0,-2.2,0
125,2018-02-26,14,Winter,7.1,48.0,0.0,Day,Monday,2,6.11,1610.0,-3.1,0
147,2018-02-26,15,Winter,7.6,43.0,0.0,Day,Monday,2,9.44,1610.0,-4.2,0
305,2018-02-26,16,Winter,7.5,41.0,0.0,Day,Monday,2,7.22,1610.0,-4.9,0
476,2018-02-26,17,Winter,6.5,43.0,0.0,Day,Monday,2,10.83,1610.0,-5.4,0
335,2018-02-26,18,Winter,6.0,44.0,0.0,Day,Monday,2,6.67,1610.0,-5.4,0
174,2018-02-26,19,Winter,4.9,51.0,0.0,Day,Monday,2,3.61,1610.0,-4.4,0
129,2018-02-26,20,Winter,5.4,46.0,0.0,Day,Monday,2,4.17,1610.0,-5.3,0
93,2018-02-26,21,Winter,4.9,49.0,0.0,Night,Monday,2,2.5,1610.0,-5.0,0
71,2018-02-26,22,Winter,3.1,69.0,0.0,Night,Monday,2,2.22,1610.0,-2.1,0
46,2018-02-26,23,Winter,2.1,80.0,0.0,Night,Monday,2,2.22,1610.0,-1.0,0
15,2018-02-27,0,Winter,1.3,89.0,0.0,Night,Tuesday,2,1.39,1610.0,-0.3,0
9,2018-02-27,1,Winter,0.9,87.0,0.0,Night,Tuesday,2,1.39,1610.0,-1.1,0
2,2018-02-27,2,Winter,1.1,92.0,0.0,Night,Tuesday,2,0.0,1610.0,-0.1,0
1,2018-02-27,3,Winter,1.3,85.0,0.0,Night,Tuesday,2,2.5,1610.0,-0.9,0
1,2018-02-27,4,Winter,1.2,88.0,0.0,Night,Tuesday,2,0.0,1610.0,-0.6,0
17,2018-02-27,5,Winter,0.7,89.0,0.0,Day,Tuesday,2,1.11,1610.0,-0.9,0
58,2018-02-27,6,Winter,0.2,82.0,0.0,Day,Tuesday,2,2.22,1610.0,-2.5,0
177,2018-02-27,7,Winter,0.1,85.0,0.0,Day,Tuesday,2,1.39,1610.0,-2.1,0
542,2018-02-27,8,Winter,1.5,85.0,0.0,Day,Tuesday,2,2.22,1610.0,-0.8,0
318,2018-02-27,9,Winter,3.6,78.0,0.0,Day,Tuesday,2,3.61,1610.0,0.1,0
135,2018-02-27,10,Winter,4.5,73.0,0.0,Day,Tuesday,2,3.06,1610.0,0.1,0
124,2018-02-27,11,Winter,6.5,69.0,0.0,Day,Tuesday,2,3.06,1610.0,1.2,0
167,2018-02-27,12,Winter,6.7,69.0,0.0,Day,Tuesday,2,6.11,1610.0,1.4,0
186,2018-02-27,13,Winter,6.8,69.0,0.0,Day,Tuesday,2,6.67,1610.0,1.5,0
146,2018-02-27,14,Winter,8.4,61.0,0.0,Day,Tuesday,2,6.11,1610.0,1.3,0
209,2018-02-27,15,Winter,8.6,56.0,0.0,Day,Tuesday,2,7.22,1610.0,0.3,0
335,2018-02-27,16,Winter,8.3,56.0,0.0,Day,Tuesday,2,9.44,1610.0,0.0,0
515,2018-02-27,17,Winter,7.2,59.0,0.0,Day,Tuesday,2,8.89,1610.0,-0.3,0
342,2018-02-27,18,Winter,5.9,65.0,0.0,Day,Tuesday,2,6.11,1610.0,-0.2,0
213,2018-02-27,19,Winter,5.7,67.0,0.0,Day,Tuesday,2,6.11,1610.0,0.1,0
121,2018-02-27,20,Winter,5.7,66.0,0.0,Day,Tuesday,2,2.5,1610.0,-0.2,0
126,2018-02-27,21,Winter,5.2,65.0,0.0,Night,Tuesday,2,2.22,1610.0,-0.8,0
101,2018-02-27,22,Winter,5.0,70.0,0.0,Night,Tuesday,2,1.11,1610.0,0.0,0
47,2018-02-27,23,Winter,3.2,82.0,0.0,Night,Tuesday,2,3.61,1610.0,0.4,0
20,2018-02-28,0,Winter,4.3,77.0,0.0,Night,Wednesday,2,3.06,1610.0,0.6,0
13,2018-02-28,1,Winter,2.9,82.0,0.0,Night,Wednesday,2,3.61,1610.0,0.1,0
3,2018-02-28,2,Winter,4.2,76.0,0.0,Night,Wednesday,2,1.11,1610.0,0.4,0
4,2018-02-28,3,Winter,3.8,79.0,0.0,Night,Wednesday,2,1.39,1610.0,0.4,0
4,2018-02-28,4,Winter,2.8,83.0,0.0,Night,Wednesday,2,1.11,1610.0,0.2,0
19,2018-02-28,5,Winter,2.0,87.0,0.0,Day,Wednesday,2,0.0,1610.0,0.1,0
66,2018-02-28,6,Winter,2.9,84.0,0.0,Day,Wednesday,2,1.11,1610.0,0.5,0
219,2018-02-28,7,Winter,2.8,83.0,0.0,Day,Wednesday,2,1.39,1610.0,0.2,0
510,2018-02-28,8,Winter,4.3,71.0,0.0,Day,Wednesday,2,0.0,1610.0,-0.6,0
317,2018-02-28,9,Winter,5.1,66.0,0.0,Day,Wednesday,2,2.22,1610.0,-0.7,0
141,2018-02-28,10,Winter,6.0,61.0,0.0,Day,Wednesday,2,2.22,1610.0,-0.9,0
124,2018-02-28,11,Winter,8.4,56.0,0.0,Day,Wednesday,2,3.61,1610.0,0.2,0
170,2018-02-28,12,Winter,8.1,50.0,0.0,Day,Wednesday,2,1.11,1610.0,-1.7,0
153,2018-02-28,13,Winter,9.1,60.0,0.0,Day,Wednesday,2,4.72,1610.0,1.7,0
139,2018-02-28,14,Winter,8.5,68.0,0.0,Day,Wednesday,2,5.83,1610.0,3.0,0
190,2018-02-28,15,Winter,9.0,69.0,0.0,Day,Wednesday,2,8.89,1610.0,3.6,0
328,2018-02-28,16,Winter,7.9,74.0,0.0,Day,Wednesday,2,7.78,1610.0,3.5,0
556,2018-02-28,17,Winter,6.5,81.0,0.0,Day,Wednesday,2,2.5,1610.0,3.5,0
382,2018-02-28,18,Winter,12.8,54.0,0.0,Day,Wednesday,2,7.22,1610.0,3.8,0
192,2018-02-28,19,Winter,9.5,60.0,0.0,Day,Wednesday,2,6.67,1610.0,2.2,0
159,2018-02-28,20,Winter,6.3,69.0,0.0,Day,Wednesday,2,5.83,1610.0,1.0,0
90,2018-02-28,21,Winter,4.5,77.0,0.0,Night,Wednesday,2,6.67,1610.0,0.8,0
77,2018-02-28,22,Winter,3.1,84.0,0.0,Night,Wednesday,2,8.33,1610.0,0.7,0
33,2018-02-28,23,Winter,3.1,83.0,0.0,Night,Wednesday,2,5.0,1610.0,0.5,0
15,2018-03-01,0,Winter,2.8,84.0,0.0,Night,Thursday,3,5.0,1610.0,0.4,0
11,2018-03-01,1,Winter,2.7,82.0,0.0,Night,Thursday,3,3.06,1610.0,-0.1,0
7,2018-03-01,2,Winter,2.5,81.0,0.0,Night,Thursday,3,4.72,1610.0,-0.5,0
8,2018-03-01,4,Winter,2.1,81.0,0.0,Night,Thursday,3,3.06,1610.0,-0.8,0
15,2018-03-01,5,Winter,2.3,81.0,0.0,Day,Thursday,3,2.22,1610.0,-0.7,0
56,2018-03-01,6,Winter,2.2,79.0,0.0,Day,Thursday,3,3.61,1610.0,-1.1,0
173,2018-03-01,7,Winter,1.3,80.0,0.0,Day,Thursday,3,6.11,1610.0,-1.8,0
487,2018-03-01,8,Winter,1.5,79.0,0.0,Day,Thursday,3,5.0,1610.0,-1.7,0
320,2018-03-01,9,Winter,2.0,80.0,0.0,Day,Thursday,3,4.72,1610.0,-1.1,0
118,2018-03-01,10,Winter,3.3,74.0,0.0,Day,Thursday,3,6.67,1610.0,-1.0,0
120,2018-03-01,11,Winter,3.0,74.0,0.0,Day,Thursday,3,8.33,1610.0,-1.2,0
137,2018-03-01,12,Winter,2.5,77.0,0.0,Day,Thursday,3,8.89,1610.0,-1.1,0
131,2018-03-01,13,Winter,2.5,77.0,0.0,Day,Thursday,3,9.72,1610.0,-1.1,0
103,2018-03-01,14,Winter,2.2,80.0,0.0,Day,Thursday,3,7.78,1610.0,-0.9,0
130,2018-03-01,15,Winter,2.1,80.0,0.0,Day,Thursday,3,7.78,1610.0,-1.0,0
278,2018-03-01,16,Winter,2.1,81.0,0.0,Day,Thursday,3,6.11,1610.0,-0.8,0
440,2018-03-01,17,Winter,2.0,82.0,0.0,Day,Thursday,3,7.78,1610.0,-0.8,0
275,2018-03-01,18,Winter,2.3,81.0,0.0,Day,Thursday,3,6.67,1610.0,-0.6,0
170,2018-03-01,19,Winter,2.9,73.0,0.0,Day,Thursday,3,4.17,1610.0,-1.5,0
148,2018-03-01,20,Winter,4.3,60.0,0.0,Day,Thursday,3,5.83,1610.0,-2.8,0
86,2018-03-01,21,Winter,4.1,55.0,0.0,Night,Thursday,3,8.89,1610.0,-4.1,0
45,2018-03-01,22,Winter,1.9,74.0,0.0,Night,Thursday,3,10.83,1130.0,-2.3,0
15,2018-03-01,23,Winter,0.7,89.0,0.5,Night,Thursday,3,4.72,200.0,-0.9,0
7,2018-03-02,0,Winter,0.3,91.0,1.5,Night,Friday,3,6.11,160.0,-1.0,0
1,2018-03-02,1,Winter,0.2,91.0,1.8,Night,Friday,3,8.33,200.0,-1.1,0
3,2018-03-02,2,Winter,0.3,86.0,0.5,Night,Friday,3,6.11,400.0,-1.8,0
3,2018-03-02,4,Winter,0.0,84.0,0.2,Night,Friday,3,3.06,1610.0,-2.4,0
11,2018-03-02,5,Winter,0.3,83.0,0.0,Day,Friday,3,2.5,1610.0,-2.3,0
24,2018-03-02,6,Winter,0.7,71.0,0.0,Day,Friday,3,4.17,1610.0,-4.0,0
76,2018-03-02,7,Winter,0.7,67.0,0.0,Day,Friday,3,5.83,1610.0,-4.7,0
239,2018-03-02,8,Winter,0.8,65.0,0.0,Day,Friday,3,4.17,1610.0,-5.1,0
173,2018-03-02,9,Winter,0.9,66.0,0.0,Day,Friday,3,8.89,1610.0,-4.8,0
87,2018-03-02,10,Winter,1.1,64.0,0.0,Day,Friday,3,8.33,1610.0,-5.0,0
106,2018-03-02,11,Winter,1.7,58.0,0.0,Day,Friday,3,8.33,1610.0,-5.7,0
120,2018-03-02,12,Winter,2.4,55.0,0.0,Day,Friday,3,7.22,1610.0,-5.7,0
117,2018-03-02,13,Winter,2.8,55.0,0.0,Day,Friday,3,6.11,1610.0,-5.4,0
106,2018-03-02,14,Winter,2.6,54.0,0.0,Day,Friday,3,6.67,1610.0,-5.9,0
152,2018-03-02,15,Winter,2.3,58.0,0.0,Day,Friday,3,5.83,1610.0,-5.1,0
243,2018-03-02,16,Winter,2.4,57.0,0.0,Day,Friday,3,4.72,1610.0,-5.3,0
355,2018-03-02,17,Winter,2.0,56.0,0.0,Day,Friday,3,7.22,1610.0,-5.9,0
242,2018-03-02,18,Winter,1.5,55.0,0.0,Day,Friday,3,7.78,1610.0,-6.6,0
152,2018-03-02,19,Winter,0.9,57.0,0.0,Day,Friday,3,6.11,1610.0,-6.7,0
89,2018-03-02,20,Winter,0.6,62.0,0.0,Day,Friday,3,5.83,1610.0,-5.9,0
79,2018-03-02,21,Winter,0.4,62.0,0.0,Night,Friday,3,4.17,1610.0,-6.1,0
42,2018-03-02,22,Winter,0.3,62.0,0.0,Night,Friday,3,3.61,1610.0,-6.2,0
29,2018-03-02,23,Winter,0.0,60.0,0.0,Night,Friday,3,1.39,1610.0,-6.9,0
29,2018-03-03,0,Winter,-0.3,60.0,0.0,Night,Saturday,3,3.61,1610.0,-7.2,0
22,2018-03-03,1,Winter,-0.2,56.0,0.0,Night,Saturday,3,4.72,1610.0,-8.0,0
25,2018-03-03,2,Winter,-0.5,56.0,0.0,Night,Saturday,3,3.06,1610.0,-8.2,0
11,2018-03-03,3,Winter,-0.8,57.0,0.0,Night,Saturday,3,2.5,1610.0,-8.3,0
7,2018-03-03,4,Winter,-1.2,59.0,0.0,Night,Saturday,3,3.06,1610.0,-8.3,0
9,2018-03-03,5,Winter,-1.6,61.0,0.0,Day,Saturday,3,3.61,1610.0,-8.3,0
9,2018-03-03,6,Winter,-2.1,63.0,0.0,Day,Saturday,3,2.5,1610.0,-8.2,0
28,2018-03-03,7,Winter,-2.0,63.0,0.0,Day,Saturday,3,3.06,1610.0,-8.1,0
54,2018-03-03,8,Winter,-1.4,60.0,0.0,Day,Saturday,3,3.06,1610.0,-8.1,0
99,2018-03-03,9,Winter,-0.4,58.0,0.0,Day,Saturday,3,5.0,1610.0,-7.7,0
145,2018-03-03,10,Winter,0.8,54.0,0.0,Day,Saturday,3,6.11,1610.0,-7.5,0
138,2018-03-03,11,Winter,1.7,52.0,0.0,Day,Saturday,3,4.17,1610.0,-7.1,0
187,2018-03-03,12,Winter,2.7,49.0,0.0,Day,Saturday,3,6.11,1610.0,-6.9,0
204,2018-03-03,13,Winter,3.9,49.0,0.0,Day,Saturday,3,6.67,1610.0,-6.0,0
218,2018-03-03,14,Winter,4.5,49.0,0.0,Day,Saturday,3,5.83,1610.0,-5.3,0
234,2018-03-03,15,Winter,3.9,49.0,0.0,Day,Saturday,3,7.22,1610.0,-5.8,0
258,2018-03-03,16,Winter,4.1,49.0,0.0,Day,Saturday,3,7.78,1610.0,-5.7,0
180,2018-03-03,17,Winter,3.3,49.0,0.0,Day,Saturday,3,4.72,1610.0,-6.4,0
149,2018-03-03,18,Winter,1.5,56.0,0.0,Day,Saturday,3,6.11,1610.0,-6.4,0
116,2018-03-03,19,Winter,0.6,56.0,0.0,Day,Saturday,3,6.67,1610.0,-7.2,0
71,2018-03-03,20,Winter,0.0,58.0,0.0,Day,Saturday,3,4.72,1610.0,-7.3,0
68,2018-03-03,21,Winter,-0.2,60.0,0.0,Night,Saturday,3,5.0,1610.0,-7.1,0
48,2018-03-03,22,Winter,-0.2,60.0,0.0,Night,Saturday,3,3.61,1610.0,-7.0,0
44,2018-03-03,23,Winter,0.3,52.0,0.0,Night,Saturday,3,3.61,1610.0,-8.5,0
36,2018-03-04,0,Winter,0.4,46.0,0.0,Night,Sunday,3,2.5,1610.0,-9.9,0
24,2018-03-04,1,Winter,0.2,39.0,0.0,Night,Sunday,3,4.72,1610.0,-12.2,0
21,2018-03-04,2,Winter,-0.8,48.0,0.0,Night,Sunday,3,2.5,1610.0,-10.6,0
15,2018-03-04,3,Winter,-1.1,49.0,0.0,Night,Sunday,3,3.61,1610.0,-10.5,0
2,2018-03-04,4,Winter,-1.4,47.0,0.0,Night,Sunday,3,4.72,1610.0,-11.3,0
4,2018-03-04,5,Winter,-1.7,47.0,0.0,Day,Sunday,3,5.83,1610.0,-11.6,0
7,2018-03-04,6,Winter,-2.2,49.0,0.0,Day,Sunday,3,5.0,1610.0,-11.6,0
14,2018-03-04,7,Winter,-2.8,51.0,0.0,Day,Sunday,3,5.0,1610.0,-11.6,0
28,2018-03-04,8,Winter,-2.5,52.0,0.0,Day,Sunday,3,4.72,1610.0,-11.1,0
61,2018-03-04,9,Winter,-1.2,45.0,0.0,Day,Sunday,3,5.83,1610.0,-11.6,0
100,2018-03-04,10,Winter,-0.8,38.0,0.0,Day,Sunday,3,7.78,1610.0,-13.5,0
122,2018-03-04,11,Winter,0.4,39.0,0.0,Day,Sunday,3,4.72,1610.0,-12.0,0
143,2018-03-04,12,Winter,1.4,34.0,0.0,Day,Sunday,3,6.11,1610.0,-12.9,0
140,2018-03-04,13,Winter,2.2,30.0,0.0,Day,Sunday,3,5.83,1610.0,-13.7,0
174,2018-03-04,14,Winter,2.5,32.0,0.0,Day,Sunday,3,7.22,1610.0,-12.6,0
171,2018-03-04,15,Winter,2.2,36.0,0.0,Day,Sunday,3,7.22,1610.0,-11.5,0
182,2018-03-04,16,Winter,1.9,38.0,0.0,Day,Sunday,3,6.11,1610.0,-11.0,0
151,2018-03-04,17,Winter,1.0,42.0,0.0,Day,Sunday,3,6.11,1610.0,-10.6,0
109,2018-03-04,18,Winter,-0.2,45.0,0.0,Day,Sunday,3,6.67,1610.0,-10.8,0
87,2018-03-04,19,Winter,-1.1,48.0,0.0,Day,Sunday,3,4.72,1610.0,-10.8,0
75,2018-03-04,20,Winter,-1.7,53.0,0.0,Day,Sunday,3,5.0,1610.0,-10.1,0
51,2018-03-04,21,Winter,-1.7,58.0,0.0,Night,Sunday,3,5.0,1610.0,-8.9,0
32,2018-03-04,22,Winter,-1.9,59.0,0.0,Night,Sunday,3,5.0,1610.0,-8.9,0
31,2018-03-04,23,Winter,-1.3,40.0,0.0,Night,Sunday,3,4.72,1610.0,-13.3,0
16,2018-03-05,0,Winter,-1.8,37.0,0.0,Night,Monday,3,4.72,1610.0,-14.7,0
5,2018-03-05,1,Winter,-2.6,39.0,0.0,Night,Monday,3,2.22,1610.0,-14.8,0
6,2018-03-05,4,Winter,-3.9,45.0,0.0,Night,Monday,3,3.06,1610.0,-14.2,0
18,2018-03-05,5,Winter,-4.2,47.0,0.0,Day,Monday,3,2.5,1610.0,-13.9,0
45,2018-03-05,6,Winter,-4.6,50.0,0.0,Day,Monday,3,3.61,1610.0,-13.5,0
146,2018-03-05,7,Winter,-4.8,51.0,0.0,Day,Monday,3,2.22,1610.0,-13.5,0
392,2018-03-05,8,Winter,-4.2,51.0,0.0,Day,Monday,3,3.61,1610.0,-12.9,0
265,2018-03-05,9,Winter,-2.8,51.0,0.0,Day,Monday,3,2.5,1610.0,-11.6,0
96,2018-03-05,10,Winter,-1.3,48.0,0.0,Day,Monday,3,3.06,1610.0,-11.0,0
131,2018-03-05,11,Winter,0.7,47.0,0.0,Day,Monday,3,1.39,1610.0,-9.5,0
133,2018-03-05,12,Winter,0.7,50.0,0.0,Day,Monday,3,2.22,1610.0,-8.6,0
110,2018-03-05,13,Winter,0.7,55.0,0.0,Day,Monday,3,3.06,1610.0,-7.5,0
120,2018-03-05,14,Winter,0.6,55.0,0.0,Day,Monday,3,3.61,1610.0,-7.5,0
129,2018-03-05,15,Winter,0.6,56.0,0.0,Day,Monday,3,2.22,1610.0,-7.2,0
280,2018-03-05,16,Winter,0.5,57.0,0.0,Day,Monday,3,2.5,1610.0,-7.1,0
425,2018-03-05,17,Winter,-0.3,64.0,0.0,Day,Monday,3,2.22,1610.0,-6.4,0
239,2018-03-05,18,Winter,-0.9,68.0,0.0,Day,Monday,3,2.22,1610.0,-6.1,0
158,2018-03-05,19,Winter,-1.4,72.0,0.0,Day,Monday,3,2.5,1610.0,-5.9,0
117,2018-03-05,20,Winter,-1.4,75.0,0.0,Day,Monday,3,2.5,1610.0,-5.3,0
94,2018-03-05,21,Winter,-1.3,81.0,0.0,Night,Monday,3,1.11,1610.0,-4.2,0
56,2018-03-05,22,Winter,-2.9,87.0,0.0,Night,Monday,3,2.22,1610.0,-4.8,0
37,2018-03-05,23,Winter,-1.7,85.0,0.0,Night,Monday,3,1.39,1610.0,-3.9,0
12,2018-03-06,0,Winter,-1.0,76.0,0.0,Night,Tuesday,3,1.39,1610.0,-4.7,0
6,2018-03-06,1,Winter,-0.4,71.0,0.0,Night,Tuesday,3,1.39,1610.0,-5.0,0
5,2018-03-06,2,Winter,-0.3,72.0,0.0,Night,Tuesday,3,1.39,1610.0,-4.8,0
1,2018-03-06,3,Winter,-0.3,72.0,0.0,Night,Tuesday,3,2.5,1610.0,-4.8,0
3,2018-03-06,4,Winter,-0.4,71.0,0.0,Night,Tuesday,3,3.06,1610.0,-5.0,0
20,2018-03-06,5,Winter,-0.5,71.0,0.0,Day,Tuesday,3,3.06,1610.0,-5.1,0
53,2018-03-06,6,Winter,-0.2,68.0,0.0,Day,Tuesday,3,4.72,1610.0,-5.4,0
198,2018-03-06,7,Winter,0.2,66.0,0.0,Day,Tuesday,3,4.17,1610.0,-5.4,0
402,2018-03-06,8,Winter,0.2,71.0,0.0,Day,Tuesday,3,4.72,1610.0,-4.5,0
218,2018-03-06,9,Winter,-0.2,86.0,0.0,Day,Tuesday,3,4.72,480.0,-2.3,0
104,2018-03-06,10,Winter,0.2,75.0,0.0,Day,Tuesday,3,6.11,1610.0,-3.7,0
78,2018-03-06,11,Winter,0.4,69.0,0.0,Day,Tuesday,3,4.72,1610.0,-4.6,0
134,2018-03-06,12,Winter,0.8,68.0,0.0,Day,Tuesday,3,7.78,1610.0,-4.5,0
93,2018-03-06,13,Winter,0.8,69.0,0.0,Day,Tuesday,3,7.78,1610.0,-4.2,0
101,2018-03-06,14,Winter,0.7,71.0,0.0,Day,Tuesday,3,9.72,1610.0,-4.0,0
110,2018-03-06,15,Winter,0.8,72.0,0.0,Day,Tuesday,3,9.72,1610.0,-3.7,0
242,2018-03-06,16,Winter,1.1,74.0,0.0,Day,Tuesday,3,8.89,1610.0,-3.0,0
389,2018-03-06,17,Winter,1.5,70.0,0.0,Day,Tuesday,3,6.67,1610.0,-3.4,0
269,2018-03-06,18,Winter,1.3,81.0,0.0,Day,Tuesday,3,7.22,1610.0,-1.6,0
139,2018-03-06,19,Winter,1.6,82.0,0.0,Day,Tuesday,3,6.67,1610.0,-1.1,0
